VIN,Price,Year,Make,Model Group,Model Detail,Body Style,Color,Damage Description,Odometer,Est. Retail Value,Repair cost,Engine,Drive,Cylinders,Sale Status
19XFA1F58BE040806,1450,2011,HONDA,CIVIC LX,CIVIC LX,SEDAN 4D,GRAY,Front,87471,6442,3167,1.8,F,4,Minimum
19XFA1F51BE039254,1900,2011,HONDA,CIVIC LX,CIVIC LX,SEDAN 4D,BLUE,Front,103338,6530,6247,1.8,F,4,Pure
4T1BF3EK1BU590414,2700,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,BLUE,Side,164635,5766,9426,2.5,F,4,Pure
4T4BF3EK7BR141647,1950,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,BLACK,Front,174314,8138,5652,2.5,F,4,Minimum
JTLZE4FE0B1120496,700,2011,TOYOTA,SCION,SCION XB,4DR SPOR,GRAY,Front,135536,4425,7674,2.4,F,4,Minimum
3VWDZ7AJ4BM320569,1650,2011,VOLKSWAGEN,JETTA,JETTA SE,SEDAN 4D,SILVER,Front,143202,5935,5075,2.5,F,5,Minimum
2HGFA1F98BH522779,2700,2011,HONDA,CIVIC EXL,CIVIC EXL,SEDAN 4D,SILVER,Front,64950,8740,8740,1.8,F,4,Minimum
WVWMN7AN9BE707044,1850,2011,VOLKSWAGEN,CC,CC SPORT,SEDAN 4D,WHITE,Side,137293,6654,7946,2.0,F,4,Approval
JM1NC2MF5B0215688,3200,2011,MAZDA,MX5,MX-5 MIATA,CONVERTI,RED,Rear,52150,13313,0,2.0,R,4,Pure
WDDKJ5GB3BF125364,5300,2011,MERCEDES-BENZ,E 350,E 350,COUPE,WHITE,Front,74458,13804,9682,3.5,R,6,Minimum
1N4AL2AP6BN470029,950,2011,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,SILVER,Front,188861,4155,3946,2.5,F,4,Minimum
5N1AR1NB6BC631469,1800,2011,NISSAN,PATHFINDER,PATHFINDER,4DR SPOR,BLACK,Front,107369,11707,0,4.0,4x4,6,Pure
WBAFR9C59BC758235,5200,2011,BMW,550 I,550 I,SEDAN 4D,BLACK,Mechanical,77444,14973,0,4.4,R,8,Approval
1HGCP2F69BA145133,1550,2011,HONDA,ACCORD SE,ACCORD SE,SEDAN 4D,GRAY,Rear,189281,7543,6750,2.4,F,4,Minimum
WBAPH5G57BNM75234,1750,2011,BMW,3 SERIES,328 I SULE,SEDAN 4D,BLACK,Front,104715,14649,0,3.0,R,6,Minimum
4T4BF3EK3BR181854,2650,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,WHITE,Rear,123172,6450,0,2.5,F,4,Pure
4T1BF3EK1BU637117,1600,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,GRAY,Front,91197,8778,8713,2.5,F,4,Minimum
5FNRL5H61BB045733,2600,2011,HONDA,ODYSSEY EX,ODYSSEY EX,SPORTS V,GRAY,Front,137483,11031,7908,3.5,F,6,Pure
4JGBF7BE0BA749835,4200,2011,MERCEDES-BENZ,GL 450 4MA,GL 450 4MA,4DR SPOR,GRAY,Front,120866,12469,0,4.6,All,8,Pure
1N4AL2EP6BC156662,1150,2011,NISSAN,ALTIMA,ALTIMA S,COUPE,RED,Front,89511,8347,0,2.5,F,4,Minimum
1N4AA5AP0BC861213,2400,2011,NISSAN,MAXIMA S,MAXIMA S,SEDAN 4D,SILVER,Front,74591,10877,0,3.5,F,6,Minimum
1HGCP2F85BA005484,475,2011,HONDA,ACCORD EXL,ACCORD EXL,SEDAN 4D,BLACK,Front,112562,8680,6514,2.4,F,4,Minimum
WDDGF8BB7BR164411,2700,2011,MERCEDES-BENZ,C CLASS,C 300 4MAT,SEDAN 4D,BLACK,Front,114429,10152,11532,3.0,All,6,Minimum
4T1BF3EK6BU601486,2450,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,GRAY,Front,134620,7580,6498,2.5,F,4,Pure
1N4AL2APXBN474486,1150,2011,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,WHITE,Rear,173593,5591,6076,2.5,F,4,Minimum
JN8AZ1MU8BW050937,875,2011,NISSAN,MURANO S,MURANO S,4DR SPOR,TAN,Front,126594,9325,9325,3.5,F,6,Minimum
3N1BC1AP7BL360926,300,2011,NISSAN,VERSA,VERSA S,SEDAN 4D,SILVER,Front,119749,5038,7036,1.8,F,4,Minimum
5J6YH2H75BL002833,2250,2011,HONDA,ELEMENT EX,ELEMENT EX,4DR SPOR,RED,Front,99758,9387,13179,2.4,All,4,Pure
JTHCF5C22B5047816,4400,2011,LEXUS,IS 250,IS 250,SEDAN 4D,WHITE,Front,81616,14782,11285,2.5,All,6,Pure
1HGCS1B83BA003036,1550,2011,HONDA,ACCORD EXL,ACCORD EXL,COUPE,SILVER,Front,57586,11491,10365,2.4,F,4,Pure
1N4AL2AP5BN484066,525,2011,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,BLACK,Front,218005,4408,3349,2.5,F,4,Pure
19XFA1F92BE024359,1200,2011,HONDA,CIVIC EXL,CIVIC EXL,SEDAN 4D,RED,Front,99842,8060,5535,1.8,F,4,Pure
1N4AL2EP3BC182278,575,2011,NISSAN,ALTIMA,ALTIMA S,COUPE,BLACK,Front,88828,8931,7460,2.5,F,4,Minimum
4T1BF3EK8BU595335,1850,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,GREEN,Front,134129,8016,4342,2.5,F,4,Minimum
JM3ER2A54B0393271,1800,2011,MAZDA,CX-7,CX-7,4DR SPOR,SILVER,Front,155096,5061,5075,2.5,F,4,Pure
JTMZF4DV1B5040421,3550,2011,TOYOTA,RAV4,RAV4,4DR SPOR,BROWN,Rear,131269,8821,6281,2.5,F,4,Minimum
4T4BF3EK8BR184913,1650,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,GRAY,Front,121254,6947,7145,2.5,F,4,Minimum
WVGBV7AX0BW532519,3150,2011,VOLKSWAGEN,TIGUAN S,TIGUAN S,4DR SPOR,TAN,Wear,103635,9500,0,2.0,All,4,Minimum
JN8AS5MV5BW258097,1600,2011,NISSAN,ROGUE S,ROGUE S,4DR SPOR,WHITE,Side,163985,5269,5525,2.5,All,4,Pure
WBADX7C54BE260806,4300,2011,BMW,335 I,335 I,CONVERTI,RED,Front,73854,16459,24191,3.0,R,6,Pure
WVGAV7AX2BW000541,1250,2011,VOLKSWAGEN,TIGUAN S,TIGUAN S,4DR SPOR,RED,Side,111589,5939,11244,2.0,F,4,Pure
JTHBK1EG1B2424694,1600,2011,LEXUS,ES350,ES 350,SEDAN 4D,BLUE,Front,83192,12087,22655,3.5,F,6,Pure
3VWDZ7AJ1BM343985,1750,2011,VOLKSWAGEN,JETTA,JETTA SE,SEDAN 4D,WHITE,Side,50425,8819,11531,2.5,F,5,Minimum
1N4AL2AP9BN509261,250,2011,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,SILVER,Front,206991,4922,3572,2.5,F,4,Pure
4JGBB8GBXBA628651,7000,2011,MERCEDES-BENZ,ML 350 4MA,ML 350 4MA,4DR SPOR,SILVER,Side,93378,15127,15238,3.5,All,6,Pure
4T1BF3EK2BU122899,1700,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,SILVER,Rear,105507,8274,9181,2.5,F,4,Minimum
5KBCP3F86BB001537,1350,2011,HONDA,ACCORD EXL,ACCORD EXL,SEDAN 4D,GRAY,Rear,115897,9263,9725,3.5,F,6,Minimum
1HGCP3F8XBA026997,1800,2011,HONDA,ACCORD EXL,ACCORD EXL,SEDAN 4D,BROWN,Front,74186,10175,7356,3.5,F,6,Minimum
5FNYF3H42BB003044,2250,2011,HONDA,PILOT EX,PILOT EX,4DR SPOR,BURGUNDY,Front,183951,6655,5003,3.5,F,6,Minimum
1HGCP3F85BA010450,2450,2011,HONDA,ACCORD EXL,ACCORD EXL,SEDAN 4D,SILVER,Side,129949,9854,11400,3.5,F,6,Minimum
2T1BU4EE1BC661151,3100,2011,TOYOTA,COROLLA BA,COROLLA BA,SEDAN 4D,BLUE,Front,101938,7868,5151,1.8,F,4,Pure
JTHBK1EG2B2461186,3400,2011,LEXUS,ES350,ES 350,SEDAN 4D,GRAY,Front,88463,14813,15523,3.5,F,6,Minimum
1HGCP2F85BA026822,1800,2011,HONDA,ACCORD EXL,ACCORD EXL,SEDAN 4D,BLACK,Front,160692,8227,0,2.4,F,4,Minimum
JM3ER2AM4B0390085,2050,2011,MAZDA,CX-7,CX-7,4DR SPOR,GRAY,Side,102558,8111,9145,2.5,F,4,Pure
3N1BC1AP0BL441539,1100,2011,NISSAN,VERSA,VERSA S,SEDAN 4D,SILVER,Front,97637,5180,6873,1.8,F,4,Minimum
5J6TF1H54BL002749,1950,2011,HONDA,ACCORD,ACCORD CRO,4DR SPOR,SILVER,Side,111688,11473,0,3.5,F,6,Minimum
2HGFA1F57BH534645,2150,2011,HONDA,CIVIC LX,CIVIC LX,SEDAN 4D,SILVER,Front,31845,10102,22707,1.8,F,4,Minimum
WDDHF5GB7BA463164,4350,2011,MERCEDES-BENZ,E 350,E 350,SEDAN 4D,GRAY,Rear,76062,15430,0,3.5,R,6,Minimum
JN8AF5MR3BT012223,2850,2011,NISSAN,JUKE S,JUKE S,4DR SPOR,GRAY,Side,86952,10006,0,1.6,F,4,Minimum
WDDGF5EB4BR187476,2750,2011,MERCEDES-BENZ,C CLASS,C 300,SEDAN 4D,BLACK,Front,79509,14440,6070,3.0,R,6,Minimum
5J6RE4H74BL009460,5800,2011,HONDA,CR-V EXL,CR-V EXL,4DR SPOR,CHARCOAL,Front,31007,14669,8930,2.4,All,4,Pure
JTMRK4DV4B5103426,3200,2011,TOYOTA,RAV4 SPORT,RAV4 SPORT,4DR SPOR,BLACK,Front,54003,16371,10753,3.5,All,6,Minimum
JN8AF5MRXBT011974,2700,2011,NISSAN,JUKE S,JUKE S,4DR SPOR,RED,Side,111896,7718,10496,1.6,F,4,Pure
2HGFG1B8XBH502108,2000,2011,HONDA,CIVIC,CIVIC EX,COUPE,RED,Side,122150,6853,0,1.8,F,4,Minimum
4T1BF3EK9BU156936,2200,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,BLACK,Rear,120260,9477,0,2.5,F,4,Minimum
1HGCP2F83BA151916,1100,2011,HONDA,ACCORD EXL,ACCORD EXL,SEDAN 4D,SILVER,Front,72238,10957,0,2.4,F,4,Minimum
5FNYF4H64BB029815,2650,2011,HONDA,PILOT EXL,PILOT EXL,4DR SPOR,SILVER,Front,171402,12248,14227,3.5,All,6,Minimum
4T1BF3EK0BU660906,1600,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,CHARCOAL,Front,156240,7181,0,2.5,F,4,Minimum
WVWGU7AN8BE705883,2000,2011,VOLKSWAGEN,CC,CC VR6 4MO,SEDAN 4D,SILVER,Front,99879,10907,0,3.6,All,6,Minimum
4T4BF3EK1BR106862,3650,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,WHITE,Front,76753,11976,0,2.5,F,4,Minimum
5FNYF4H25BB082181,3150,2011,HONDA,PILOT LX,PILOT LX,4DR SPOR,SILVER,Front,143086,10200,0,3.5,All,6,Minimum
3VWDX7AJ0BM395372,2200,2011,VOLKSWAGEN,JETTA,JETTA SE,SEDAN 4D,WHITE,Front,96803,6959,0,2.5,F,5,Minimum
4T1BF3EK8BU188888,1700,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,RED,Front,74055,9180,0,2.5,F,4,Minimum
2HGFA1F56BH533809,650,2011,HONDA,CIVIC LX,CIVIC LX,SEDAN 4D,GRAY,Front,170268,6255,0,1.8,F,4,Minimum
JTHBK1EG6B2436548,2500,2011,LEXUS,ES350,ES 350,SEDAN 4D,BLUE,Front,94090,12504,0,3.5,F,6,Minimum
5J8TB1H54BA000160,3950,2011,ACURA,RDX TECHNO,RDX TECHNO,4DR SPOR,BLACK,Front,86512,13111,0,2.3,All,4,Minimum
4T1BF3EKXBU221468,2550,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,GOLD,Front,112548,9650,0,2.5,F,4,Minimum
4T1BF3EKXBU650657,2650,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,GRAY,Front,139707,8744,9978,2.5,F,4,Minimum
2T3DF4DV1BW118764,3350,2011,TOYOTA,RAV4 LIMIT,RAV4 LIMIT,4DR SPOR,BLACK,Front,93017,13443,9541,2.5,All,4,Minimum
JTDBU4EE4BJ099427,2650,2011,TOYOTA,COROLLA BA,COROLLA BA,SEDAN 4D,SILVER,Front,63746,8192,6829,1.8,F,4,Pure
3N1AB6AP3BL706286,1500,2011,NISSAN,SENTRA,SENTRA 2.0,SEDAN 4D,SILVER,Front,103095,7146,7273,2.0,F,4,Minimum
4T1BF3EK1BU763302,1750,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,BLACK,Front,144863,6080,8824,2.5,F,4,Minimum
1N4AL2AP8BC123099,775,2011,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,SILVER,Rear,134211,5757,6000,2.5,F,4,Approval
2HNYD2H66BH544605,4450,2011,ACURA,MDX,MDX TECHNO,4DR SPOR,GRAY,Front,63379,14828,9758,3.7,All,6,Minimum
5FNYF4H50BB025011,2900,2011,HONDA,PILOT EXL,PILOT EXL,4DR SPOR,BLACK,Front,115770,13419,10457,3.5,All,6,Minimum
JM1BL1UG9B1469632,525,2011,MAZDA,3,3 I,SEDAN 4D,BLUE,Front,118624,6290,5001,2.0,F,4,Minimum
JM1BL1UF9B1472179,1000,2011,MAZDA,3,3 I,SEDAN 4D,BLACK,Rear,92227,4205,6998,2.0,F,4,Minimum
4T1BK3DB2BU406661,4100,2011,TOYOTA,AVALON,AVALON BAS,SEDAN 4D,GREEN,Rear,102849,11260,0,3.5,F,6,Minimum
JTDBU4EE8B9158402,2100,2011,TOYOTA,COROLLA BA,COROLLA BA,SEDAN 4D,RED,Front,181822,5525,0,1.8,F,4,Pure
2HNYD2H43BH544091,2600,2011,ACURA,MDX,MDX TECHNO,4DR SPOR,GRAY,Front,114113,13238,14409,3.7,All,6,Minimum
2HGFG1B87BH515558,600,2011,HONDA,CIVIC,CIVIC EX,COUPE,WHITE,Front,104981,7024,5298,1.8,F,4,Minimum
19UUA9F26BA003155,1700,2011,ACURA,TL,TL,SEDAN 4D,SILVER,Under,158893,8724,9151,3.7,All,6,Minimum
5J6RE4H38BL006364,2200,2011,HONDA,CR-V LX,CR-V LX,4DR SPOR,SILVER,Rear,134386,12000,12000,2.4,All,4,Pure
5UXWX7C52BL733950,6100,2011,BMW,X3,X3 XDRIVE3,4DR SPOR,SILVER,Front,37850,14865,8520,3.0,All,6,Approval
WBAPK5C51BA656585,1350,2011,BMW,3 SERIES,328 XI SUL,SEDAN 4D,GRAY,Front,111644,8182,8182,3.0,All,6,Pure
JN8AS5MV2BW664080,1150,2011,NISSAN,ROGUE S,ROGUE S,4DR SPOR,GRAY,Side,111826,8615,6325,2.5,All,4,Minimum
1N4AL2AP1BN427265,700,2011,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,SILVER,Front,76493,6228,6159,2.5,F,4,Minimum
1YVHZ8BH6B5M20212,825,2011,MAZDA,6,6 I,SEDAN 4D,SILVER,Front,143661,5103,12660,2.5,F,4,Minimum
5UXZV4C58BL400850,6800,2011,BMW,X5 XDRIVE3,X5 XDRIVE3,4DR SPOR,WHITE,Front,96611,13139,19022,3.0,All,6,Pure
WBAPH5G56BNM75550,2600,2011,BMW,3 SERIES,328 I SULE,SEDAN 4D,WHITE,Rear,71431,11772,0,3.0,R,6,Pure
4T4BF3EK8BR216825,2650,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,WHITE,Rear,88281,9298,10375,2.5,F,4,Pure
5TFTU4GNXBX011561,6300,2011,TOYOTA,TACOMA PRE,TACOMA PRE,CLUB CAB,SILVER,Front,72304,22097,0,4.0,R,6,Pure
2T1BU4EE6BC657600,2800,2011,TOYOTA,COROLLA BA,COROLLA BA,SEDAN 4D,WHITE,Front,66263,10836,7705,1.8,F,4,Minimum
4JGBB8GB2BA682168,6900,2011,MERCEDES-BENZ,ML 350 4MA,ML 350 4MA,4DR SPOR,WHITE,Rear,108593,14715,0,3.5,All,6,Minimum
5TDKK3DC3BS141556,5500,2011,TOYOTA,SIENNA LE,SIENNA LE,SPORTS V,WHITE,Rear,105131,11874,0,3.5,F,6,Minimum
5UXZV4C56BL415136,6700,2011,BMW,X5 XDRIVE3,X5 XDRIVE3,4DR SPOR,SILVER,Rear,105531,16890,0,3.0,All,6,Minimum
1HGCP2F78BA001601,2550,2011,HONDA,ACCORD EX,ACCORD EX,SEDAN 4D,WHITE,Front,124436,9671,0,2.4,F,4,Pure
WVWMN7ANXBE718893,2600,2011,VOLKSWAGEN,CC,CC SPORT,SEDAN 4D,SILVER,Front,107521,8100,5810,2.0,F,4,Pure
2HGFG1B62BH504806,1300,2011,HONDA,CIVIC LX,CIVIC LX,COUPE,SILVER,Front,92613,6490,5818,1.8,F,4,Minimum
1HGCP3F87BA000020,2600,2011,HONDA,ACCORD EXL,ACCORD EXL,SEDAN 4D,MAROON,Rear,87662,10431,8916,3.5,F,6,Pure
JN8AS5MT1BW169545,1700,2011,NISSAN,ROGUE S,ROGUE S,4DR SPOR,ORANGE,Mechanical,135965,6850,0,2.5,F,4,Minimum
WAUKGAFB6BN002387,1400,2011,AUDI,A6,A6 PRESTIG,SEDAN 4D,GRAY,Front,124652,12874,12553,3.0,All,6,Minimum
1HGCP2F68BA146225,1500,2011,HONDA,ACCORD SE,ACCORD SE,SEDAN 4D,BLACK,Front,133404,8225,1924,2.4,F,4,Minimum
3N1AB6APXBL687901,1250,2011,NISSAN,SENTRA,SENTRA 2.0,SEDAN 4D,WHITE,Front,98111,5590,6223,2.0,F,4,Pure
WDDGF8BB0BR179980,3850,2011,MERCEDES-BENZ,C CLASS,C 300 4MAT,SEDAN 4D,BLUE,Front,85420,10510,8968,3.0,All,6,Pure
2HGFA1F32BH546989,1600,2011,HONDA,CIVIC,CIVIC VP,SEDAN 4D,BLUE,Front,48043,7655,6450,1.8,F,4,Minimum
3VW2K7AJ1BM329824,875,2011,VOLKSWAGEN,JETTA,JETTA BASE,SEDAN 4D,SILVER,Front,101968,6016,8091,2.0,F,4,Minimum
2T3DK4DV6BW055351,3850,2011,TOYOTA,RAV4 LIMIT,RAV4 LIMIT,4DR SPOR,GOLD,Rear,106877,14114,9053,3.5,All,6,Minimum
1N4AA5AP0BC840314,1650,2011,NISSAN,MAXIMA S,MAXIMA S,SEDAN 4D,BLACK,Side,75138,7528,10262,3.5,F,6,Minimum
WP0AB2A9XBS720677,21500,2011,PORSCHE,911,911 CARRER,COUPE,WHITE,Front,32762,44797,0,3.8,R,6,Minimum
4T4BF3EK0BR136774,2050,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,GOLD,Front,219907,5014,0,2.5,F,4,Pure
JTLZE4FE6B1124973,900,2011,TOYOTA,SCION,SCION XB,4DR SPOR,WHITE,Side,126843,5037,8222,2.4,F,4,Pure
2T1BU4EE5BC544625,700,2011,TOYOTA,COROLLA BA,COROLLA BA,SEDAN 4D,GRAY,Front,51339,8374,0,1.8,F,4,Pure
JTMZF4DV5BD031243,3650,2011,TOYOTA,RAV4,RAV4,4DR SPOR,SILVER,Rear,118446,9516,0,2.5,F,4,Approval
3N1BC1AP2BL404556,1550,2011,NISSAN,VERSA,VERSA S,SEDAN 4D,GRAY,Front,54110,6078,4610,1.8,F,4,Pure
2T3ZF4DV1BW077204,2950,2011,TOYOTA,RAV4,RAV4,4DR SPOR,SILVER,Front,111357,10451,8614,2.5,F,4,Minimum
1N4AL2AP9BN515786,925,2011,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,BLACK,Side,126718,5889,3836,2.5,F,4,Minimum
JN8AS5MV5BW276776,1350,2011,NISSAN,ROGUE S,ROGUE S,4DR SPOR,GRAY,Side,147581,7086,0,2.5,All,4,Pure
WVGBV7AX0BW561485,3250,2011,VOLKSWAGEN,TIGUAN S,TIGUAN S,4DR SPOR,WHITE,Front,132739,6892,6801,2.0,All,4,Pure
3N1AB6AP9BL723304,675,2011,NISSAN,SENTRA,SENTRA 2.0,SEDAN 4D,GRAY,Side,151452,5891,5891,2.0,F,4,Minimum
5TDKK3DCXBS052034,3250,2011,TOYOTA,SIENNA LE,SIENNA LE,SPORTS V,BLUE,Side,122160,11209,11209,3.5,F,6,Minimum
JN8AF5MV2BT019547,2000,2011,NISSAN,JUKE S,JUKE S,4DR SPOR,WHITE,Front,107338,9997,6614,1.6,All,4,Pure
19XFA1F3XBE042023,1450,2011,HONDA,CIVIC,CIVIC VP,SEDAN 4D,GRAY,Front,57285,8958,6719,1.8,F,4,Pure
4T1BF3EK7BU656190,3400,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,SILVER,Front,82991,8806,7043,2.5,F,4,Pure
2T2ZK1BA9BC052177,7700,2011,LEXUS,RX 350,RX 350,4DR SPOR,GRAY,Rear,95157,15957,12474,3.5,F,6,Pure
JTDBU4EE3BJ089102,1950,2011,TOYOTA,COROLLA BA,COROLLA BA,SEDAN 4D,RED,Front,188366,4636,4000,1.8,F,4,Pure
5FNYF4H58BB045524,2650,2011,HONDA,PILOT EXL,PILOT EXL,4DR SPOR,SILVER,Front,87628,14068,13619,3.5,All,6,Pure
5FNYF3H43BB058621,3950,2011,HONDA,PILOT EX,PILOT EX,4DR SPOR,BLUE,Side,93791,12164,8281,3.5,F,6,Minimum
4T4BF3EK8BR150003,1850,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,GRAY,Front,140334,6395,8003,2.5,F,4,Minimum
JHLRE4H40BC020728,2350,2011,HONDA,CR-V SE,CR-V SE,4DR SPOR,GRAY,Front,80333,12086,8454,2.4,All,4,Minimum
5N1AN0NWXBC514597,2600,2011,NISSAN,XTERRA OFF,XTERRA OFF,4DR SPOR,MAROON,Side,100716,11728,13643,4.0,4x4,6,Minimum
1YVHZ8CH5B5M04839,750,2011,MAZDA,6,6 I,SEDAN 4D,WHITE,Front,130586,5621,6325,2.5,F,4,Minimum
5TDKK3DC1BS143788,2950,2011,TOYOTA,SIENNA LE,SIENNA LE,SPORTS V,RED,Front,127543,9433,8438,3.5,F,6,Minimum
4T3ZA3BB2BU049798,6200,2011,TOYOTA,VENZA,VENZA,4DR SPOR,BLACK,Front,95927,11997,7806,2.7,F,4,Minimum
5TDXK3DC9BS135377,4700,2011,TOYOTA,SIENNA SPO,SIENNA SPO,SPORTS V,BLUE,Side,200958,8537,5793,3.5,F,6,Minimum
5FNYF4H60BB101402,3100,2011,HONDA,PILOT EXL,PILOT EXL,4DR SPOR,GOLD,Rear,188194,11200,12534,3.5,All,6,Minimum
2T1BU4EE8BC750148,2300,2011,TOYOTA,COROLLA BA,COROLLA BA,SEDAN 4D,RED,Front,205748,6902,6902,1.8,F,4,Pure
JN8AZ1MW4BW165116,1800,2011,NISSAN,MURANO S,MURANO S,4DR SPOR,BLACK,Front,125971,8435,7845,3.5,All,6,Minimum
1N4AA5AP4BC812953,1100,2011,NISSAN,MAXIMA S,MAXIMA S,SEDAN 4D,BLUE,Front,139581,7676,8074,3.5,F,6,Minimum
JTHCF5C29B5046050,3000,2011,LEXUS,IS 250,IS 250,SEDAN 4D,CHARCOAL,Rear,148528,9178,8008,2.5,All,6,Pure
4T1BK3EK2BU623125,3350,2011,TOYOTA,CAMRY,Camry SE,SEDAN 4D,RED,Rear,132026,9998,7840,3.5,F,6,Minimum
2HGFG1B82BH515709,1050,2011,HONDA,CIVIC,CIVIC EX,COUPE,SILVER,Front,159833,5299,2539,1.8,F,4,Minimum
2HGFA1F85BH539370,1550,2011,HONDA,CIVIC,CIVIC EX,SEDAN 4D,BLUE,Front,116301,5989,3668,1.8,F,4,Pure
WDDKJ7CB1BF086632,3850,2011,MERCEDES-BENZ,E CLASS,E 550,COUPE,BLACK,Front,96152,14603,15836,5.5,R,8,Minimum
4JGBB7CB4BA635658,4400,2011,MERCEDES-BENZ,ML 550 4MA,ML 550 4MA,4DR SPOR,BLUE,Front,106480,14291,18831,5.5,All,8,Pure
JHLRE4H46BC023083,2100,2011,HONDA,CR-V SE,CR-V SE,4DR SPOR,WHITE,Front,335689,5380,9593,2.4,All,4,Pure
2HGFA1F57BH309951,1450,2011,HONDA,CIVIC LX,CIVIC LX,SEDAN 4D,WHITE,Side,77985,7296,10036,1.8,F,4,Minimum
1HGCP2F37BA019178,1350,2011,HONDA,ACCORD LX,ACCORD LX,SEDAN 4D,MAROON,Front,89804,7973,8797,2.4,F,4,Minimum
4T1BF3EK2BU193214,2100,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,RED,Rear,111818,7346,5273,2.5,F,4,Pure
WDDHF5GB3BA330966,6400,2011,MERCEDES-BENZ,E 350,E 350,SEDAN 4D,WHITE,Side,88011,16564,10601,3.5,R,6,Minimum
19XFA1F52BE004447,525,2011,HONDA,CIVIC LX,CIVIC LX,SEDAN 4D,WHITE,Front,157161,6838,0,1.8,F,4,Minimum
2T1BU4EE8BC596332,1700,2011,TOYOTA,COROLLA BA,COROLLA BA,SEDAN 4D,YELLOW,Front,151599,4679,4186,1.8,F,4,Pure
4T1BF3EK6BU685454,2650,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,SILVER,Side,88312,8889,11714,2.5,F,4,Pure
4T3ZA3BB7BU050493,3400,2011,TOYOTA,VENZA,VENZA,4DR SPOR,SILVER,Side,111449,10411,6461,2.7,F,4,Minimum
2HNYD2H21BH531984,6300,2011,ACURA,MDX,MDX,4DR SPOR,BLUE,Rear,114031,11942,5311,3.7,All,6,Minimum
1HGCP2F82BA110936,2850,2011,HONDA,ACCORD EXL,ACCORD EXL,SEDAN 4D,BLACK,Side,138403,7726,7726,2.4,F,4,Minimum
3N1AB6APXBL729077,550,2011,NISSAN,SENTRA,SENTRA 2.0,SEDAN 4D,BLACK,Front,116897,5613,5613,2.0,F,4,Minimum
4JGBB8GB0BA637276,7000,2011,MERCEDES-BENZ,ML 350 4MA,ML 350 4MA,4DR SPOR,GRAY,Minor,87026,8500,3500,3.5,All,6,Pure
3N1AB6AP1BL726746,1350,2011,NISSAN,SENTRA,SENTRA 2.0,SEDAN 4D,BLACK,Rear,173600,4884,4884,2.0,F,4,Minimum
1HGCS1B8XBA006385,1100,2011,HONDA,ACCORD EXL,ACCORD EXL,COUPE,WHITE,Front,148056,7733,5504,2.4,F,4,Minimum
3VWDZ7AJ4BM306719,1300,2011,VOLKSWAGEN,JETTA,JETTA SE,SEDAN 4D,GRAY,Front,115169,5993,4208,2.5,F,5,Pure
1HGCP2F34BA022202,1250,2011,HONDA,ACCORD LX,ACCORD LX,SEDAN 4D,BLACK,Front,145202,4048,3845,2.4,F,4,Pure
5J6RE4H33BL030863,1550,2011,HONDA,CR-V LX,CR-V LX,4DR SPOR,GRAY,Front,201429,6402,10452,2.4,All,4,Pure
5J6RE4H42BL123155,3600,2011,HONDA,CR-V SE,CR-V SE,4DR SPOR,GRAY,Rear,123182,9761,9008,2.4,All,4,Minimum
WDDHF8HBXBA298047,5600,2011,MERCEDES-BENZ,E 350 4MAT,E 350 4MAT,SEDAN 4D,SILVER,Front,200069,8609,8683,3.5,All,6,Pure
JS2RF9A81B6110219,1600,2011,SUZUKI,KIZASHI,KIZASHI SP,SEDAN 4D,BLACK,Rear,94129,6971,10350,2.4,All,4,Minimum
