"","VIN","Price","Year","Make","Model.Group","Model.Detail","Body.Style","Color","Damage.Description","Odometer","Est..Retail.Value","Repair.cost","Engine","Drive","Cylinders","Sale.Status","ImportPrice","ShippingCost"
"1","19UUB2F55GA007557",6400,2016,"ACURA","TLX","TLX TECH","SEDAN 4D","BURGUNDY","Front",28035,22890,21430,3.5,"F",6,"Pure",4559,3000
"2","19UDE2F8XGA009158",5600,2016,"ACURA","ILX","ILX PREMIU","SEDAN 4D","GRAY","Front",25128,21871,14518,2.4,"F",4,"Minimum",4162,3000
"3","5J8TB3H37GL017721",6000,2016,"ACURA","RDX","RDX","4DR SPOR","MAROON","Front",50935,23648,13387,3.5,"F",6,"Minimum",4360,3000
"4","5J8TB4H33GL008584",3550,2016,"ACURA","RDX","RDX","4DR SPOR","GRAY","Front",74667,20135,17347,3.5,"All",6,"Minimum",3351,3000
"5","19UDE2F33GA014707",3450,2016,"ACURA","ILX","ILX BASE","SEDAN 4D","SILVER","ALL OVER",50533,16865,0,2.4,"F",4,"Minimum",3093,3000
"6","19UUB1F32GA015673",4150,2016,"ACURA","TLX","TLX","SEDAN 4D","WHITE","Front",42782,17033,13890,2.4,"F",4,"Minimum",3441,3000
"7","19UDE2F86GA016365",1950,2016,"ACURA","ILX","ILX PREMIU","SEDAN 4D","WHITE","Front",95098,13691,10777,2.4,"F",4,"Pure",2390,3000
"8","19UUB2F32HA005930",9000,2017,"ACURA","TLX","TLX","SEDAN 4D","WHITE","Rear",21088,24725,0,3.5,"F",6,"Minimum",5851,3000
"9","19UUB3F55HA003127",9700,2017,"ACURA","TLX","TLX TECH","SEDAN 4D","BLUE","Minor",35016,25697,28992,3.5,"All",6,"Pure",6198,3000
"10","19UDE2F38HA013750",3350,2017,"ACURA","ILX","ILX BASE","SEDAN 4D","BLUE","Front",5587,20807,0,2.4,"F",4,"Pure",3044,3000
"11","5FRYD4H58HB017056",12100,2017,"ACURA","MDX","MDX TECHNO","4DR SPOR","BLACK","Side",42684,34820,27617,3.5,"All",6,"Pure",7391,3000
"12","19UUB1F56HA011015",3700,2017,"ACURA","TLX","TLX TECH","SEDAN 4D","GRAY","Front",29656,22448,17924,2.4,"F",4,"Pure",3218,3000
"13","19UDE2F37HA000813",2550,2017,"ACURA","ILX","ILX BASE","SEDAN 4D","WHITE","Front",35663,17530,0,2.4,"F",4,"Approval",2646,3000
"14","WAUGFAFC5GN020159",11100,2016,"AUDI","A6","A6 PREMIUM","SEDAN 4D","BLACK","Front",48405,35523,12215,2,"All",4,"Minimum",6894,3000
"15","WAUGFAFC8GN177216",7500,2016,"AUDI","A6","A6 PREMIUM","SEDAN 4D","BLACK","Front",24299,27288,23081,2,"All",4,"Pure",5106,3000
"16","WAUGFAFC1GN008381",12400,2016,"AUDI","A6","A6 PREMIUM","SEDAN 4D","GRAY","Rear",41284,27879,20344,2,"All",4,"Pure",7540,3000
"17","WAUCFAFC7GN191655",6500,2016,"AUDI","A6","A6 PREMIUM","SEDAN 4D","GRAY","Front",41877,26355,19866,2,"F",4,"Minimum",4609,3000
"18","WAUENAF46HN062408",10700,2017,"AUDI","A4","A4 PREMIUM","SEDAN 4D","BLUE","Rear",11488,32196,27038,2,"All",4,"Pure",6695,3000
"19","WBA6D0C50GD927781",15500,2016,"BMW","6 SERIES","640 I","SEDAN 4D","GRAY","Front",89449,51254,14251,3,"R",6,"Minimum",9080,3000
"20","WBA5A5C59GG349860",9600,2016,"BMW","5 SERIES","528 I","SEDAN 4D","BLACK","Front",21900,26963,20641,2,"R",4,"Approval",6149,3000
"21","WBA8E9G56GNT46803",8700,2016,"BMW","3 SERIES","328 I SULE","SEDAN 4D","BLACK","Front",25921,21728,20734,2,"R",4,"Minimum",5702,3000
"22","WBA8E1G57GNT33575",4450,2016,"BMW","3 SERIES","320 I","SEDAN 4D","BLACK","ALL OVER",51940,16707,15264,2,"R",4,"Pure",3590,3000
"23","WBA8E9C52GK645034",5900,2016,"BMW","3 SERIES","328 I SULE","SEDAN 4D","WHITE","Rear",66901,19617,0,2,"R",4,"Minimum",4311,3000
"24","WBA8E1G51GNT37184",8800,2016,"BMW","3 SERIES","320 I","SEDAN 4D","WHITE","Rear",28441,19647,0,2,"R",4,"Minimum",5751,3000
"25","WBS3U9C51GP969460",22200,2016,"BMW","M4","M4","CONVERTI","BLACK","Rear",13551,55000,0,3,"R",6,"Approval",12408,3000
"26","WBA6D0C50GG639337",16400,2016,"BMW","6 SERIES","640 I","SEDAN 4D","BLACK","Rear",80957,40491,25173,3,"R",6,"Pure",9527,3000
"27","WBA8E9C53GK643597",8100,2016,"BMW","3 SERIES","328 I SULE","SEDAN 4D","GRAY","Rear",31995,20756,17626,2,"R",4,"Pure",5404,3000
"28","5YMKW8C58H0U71698",32500,2017,"BMW","X6","X6 M","4DR SPOR","BLUE","Front",14128,65119,52098,4.4,"All",8,"Minimum",17526,3000
"29","WBS3U9C5XHP970611",30500,2017,"BMW","M4","M4","CONVERTI","WHITE","Rear",24402,59071,0,3,"R",6,"Minimum",16532,3000
"30","WBA8E1G57HNU13301",7750,2017,"BMW","3 SERIES","320 I","SEDAN 4D","BLACK","Front",38660,19545,20189,2,"R",4,"Minimum",5230,3000
"31","WBA8A9C57HK619817",3750,2017,"BMW","3 SERIES","320 I","SEDAN 4D","BLACK","Front",44815,19552,12752,2,"R",4,"Minimum",3243,3000
"32","WBA8B3G50HNU35192",13100,2017,"BMW","3 SERIES","340 I","SEDAN 4D","WHITE","Front",17434,35918,0,3,"R",6,"Pure",7888,3000
"33","WBA2H9C53HV641913",5600,2017,"BMW","2 SERIES","230XI","COUPE","BLACK","Front",14341,32852,0,2,"All",4,"Approval",4162,3000
"34","19XFC1F31GE208317",5700,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","WHITE","Side",85956,15594,0,1.5,"F",4,"Pure",4211,3000
"35","2HGFC2F87GH542066",5200,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","WHITE","Rear",54706,15268,14056,2,"F",4,"Minimum",3963,3000
"36","19XFC1F4XGE017889",3700,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLUE","Rear",34413,17386,14196,1.5,"F",4,"Pure",3218,3000
"37","19XFC2F77GE040398",7200,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLACK","Rear",23127,17875,0,2,"F",4,"Minimum",4956,3000
"38","19XFC2F77GE095188",3300,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","GRAY","Side",25601,15822,11365,2,"F",4,"Minimum",3019,3000
"39","19XFC1F34GE014848",5300,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLACK","Front",31347,16257,13572,1.5,"F",4,"Minimum",4013,3000
"40","19XFC2F78GE084006",3750,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLUE","Front",32555,16343,12167,2,"F",4,"Minimum",3243,3000
"41","2HGFC2F70GH506341",3050,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLACK","Rear",40110,14049,8994,2,"F",4,"Pure",2895,3000
"42","19XFC2F71GE003914",2800,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","CHARCOAL","Front",60703,14797,11000,2,"F",4,"Pure",2771,3000
"43","2HGFC1F37GH630162",2400,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","GRAY","Front",68390,15242,10178,1.5,"F",4,"Minimum",2572,3000
"44","19XFC2F78GE055427",3600,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","CHARCOAL","Front",20032,17384,14492,2,"F",4,"Pure",3168,3000
"45","2HGFC2F76GH500608",3300,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLACK","Rear",62076,11252,10405,2,"F",4,"Approval",3019,3000
"46","19XFC1F91GE222061",4900,2016,"HONDA","CIVIC","CIVIC TOUR","SEDAN 4D","BLACK","Front",64992,15198,9839,1.5,"F",4,"Pure",3814,3000
"47","19XFC1F36GE203744",4850,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLUE","Front",35326,17526,13679,1.5,"F",4,"Minimum",3789,3000
"48","19XFC2F70GE073355",5700,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLACK","Rear",55676,13750,8793,2,"F",4,"Pure",4211,3000
"49","2HGFC2F71GH506154",4100,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","GRAY","Front",49450,14649,0,2,"F",4,"Pure",3416,3000
"50","19XFC1F30GE038886",7600,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLUE","Front",39950,15532,0,1.5,"F",4,"Minimum",5155,3000
"51","19XFC1F39GE035324",4700,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLACK","Rear",25967,30955,0,1.5,"F",4,"Pure",3714,3000
"52","2HGFC2F7XGH502801",4750,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","GRAY","Front",30357,16976,25366,2,"F",4,"Minimum",3739,3000
"53","2HGFC1F31GH645384",4600,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","WHITE","Rear",19655,17473,0,1.5,"F",4,"Minimum",3665,3000
"54","2HGFC2F74GH545014",3800,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLACK","Rear",20276,17050,15159,2,"F",4,"Minimum",3267,3000
"55","2HGFC2F72GH034093",4250,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","WHITE","Rear",70572,16161,16270,2,"F",4,"Pure",3491,3000
"56","19XFC2F87HE209488",2750,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLACK","Front",8050,19907,29611,2,"F",4,"Minimum",2746,3000
"57","2HGFC3B32HH357540",3650,2017,"HONDA","CIVIC","CIVIC EX","COUPE","GRAY","Front",44481,19449,0,1.5,"F",4,"Minimum",3193,3000
"58","19XFC2F76HE051510",7900,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","GRAY","Rear",25314,18372,14136,2,"F",4,"Minimum",5304,3000
"59","19XFC1F3XHE011390",6100,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","GRAY","Side",16553,19137,15363,1.5,"F",4,"Minimum",4410,3000
"60","2HGFC2F78HH533966",4550,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","RED","Front",50647,14970,11809,2,"F",4,"Pure",3640,3000
"61","19XFC2F73HE006346",7500,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","WHITE","Rear",35512,16066,11904,2,"F",4,"Pure",5106,3000
"62","1HGCR3F94HA038428",5600,2017,"HONDA","ACCORD","ACCORD TOU","SEDAN 4D","SILVER","Rear",28937,23439,23439,3.5,"F",6,"Minimum",4162,3000
"63","19XFC2F77HE052570",6800,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","GRAY","Front",4079,18279,0,2,"F",4,"Approval",4758,3000
"64","2HGFC2F75HH502416",4300,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","RED","Front",29636,16942,12067,2,"F",4,"Pure",3516,3000
"65","19XFC2F78HE226159",3900,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLACK","Front",56219,13900,15484,2,"F",4,"Pure",3317,3000
"66","2HGFC2F75HH567721",3900,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","RED","Side",17884,16832,12798,2,"F",4,"Minimum",3317,3000
"67","19XFC2F79HE048018",3800,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLACK","ALL OVER",27181,17073,14980,2,"F",4,"Minimum",3267,3000
"68","19XFC2F73HE004998",3700,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","GRAY","Front",40153,14733,0,2,"F",4,"Minimum",3218,3000
"69","19XFC1F38HE008021",4050,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","WHITE","Front",35275,14554,8783,1.5,"F",4,"Pure",3392,3000
"70","19XFC2F77HE039026",4900,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","SILVER","Rear",25172,17596,0,2,"F",4,"Pure",3814,3000
"71","19XFC2F76HE022752",3700,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","GRAY","Rear",19069,18925,11458,2,"F",4,"Minimum",3218,3000
"72","19XFC2F72HE064870",3750,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","SILVER","Side",14780,19858,19858,2,"F",4,"Minimum",3243,3000
"73","19XFC2F71HE011187",6100,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","CHARCOAL","Rear",34237,15649,11437,2,"F",4,"Minimum",4410,3000
"74","19XFC1F38HE214746",6700,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","WHITE","Front",31228,18374,14689,1.5,"F",4,"Minimum",4708,3000
"75","2HGFC2F73HH552134",3700,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","SILVER","Front",28096,18640,17732,2,"F",4,"Minimum",3218,3000
"76","1HGCR3F96HA018214",6800,2017,"HONDA","ACCORD","ACCORD TOU","SEDAN 4D","BLACK","Front",34510,23015,18000,3.5,"F",6,"Pure",4758,3000
"77","2HGFC3B39HH352206",4600,2017,"HONDA","CIVIC","CIVIC EX","COUPE","GRAY","Rear",24055,21955,0,1.5,"F",4,"Approval",3665,3000
"78","JTJYARBZ1G2024660",16200,2016,"LEXUS","NX 200T","NX 200T","4DR SPOR","WHITE","Front",61910,23386,21710,2,"F",4,"Pure",9428,3000
"79","JTHCM1D27G5002603",8500,2016,"LEXUS","IS","IS 300","SEDAN 4D","WHITE","Front",21700,25149,19104,3.5,"All",6,"Minimum",5602,3000
"80","JTHBA1D26G5029585",8300,2016,"LEXUS","IS","IS 200T","SEDAN 4D","GRAY","Front",25347,23699,17535,2,"R",4,"Minimum",5503,3000
"81","JTJBARBZXG2063754",9200,2016,"LEXUS","NX 200T","NX 200T","4DR SPOR","GRAY","Front",48002,28489,0,2,"All",4,"Minimum",5950,3000
"82","JTJBM7FX5G5126570",17500,2016,"LEXUS","GX","GX","4DR SPOR","WHITE","Front",41660,37606,24748,4.6,"All",8,"Pure",10074,3000
"83","2T2BZMCA0GC007164",18300,2016,"LEXUS","RX 350","RX 350","4DR SPOR","WHITE","ALL OVER",49917,40169,0,3.5,"All",6,"Pure",10471,3000
"84","2T2BZMCA5GC046946",17400,2016,"LEXUS","RX 350","RX 350","4DR SPOR","SILVER","Front",26906,36187,18476,3.5,"All",6,"Approval",10024,3000
"85","JTJYARBZ5H2074303",11300,2017,"LEXUS","NX 200T","NX 200T","4DR SPOR","SILVER","Side",11577,34188,25000,2,"F",4,"Minimum",6993,3000
"86","JTJYARBZ2H2075280",11900,2017,"LEXUS","NX 200T","NX 200T","4DR SPOR","WHITE","Front",4185,32409,0,2,"F",4,"Minimum",7291,3000
"87","JTJBM7FX3H5176501",23000,2017,"LEXUS","GX","GX","4DR SPOR","SILVER","ROLLOVER",28373,40793,28497,4.6,"All",8,"Minimum",12806,3000
"88","JTJBM7FX5H5172370",33000,2017,"LEXUS","GX","GX","4DR SPOR","WHITE","Rear",28900,58365,0,4.6,"All",8,"Approval",17774,3000
"89","JTJBARBZ9H2148196",8200,2017,"LEXUS","NX 200T","NX 200T","4DR SPOR","WHITE","Front",18592,31833,32005,2,"All",4,"Pure",5453,3000
"90","JTJHY7AX1H4237095",33250,2017,"LEXUS","LX 570","LX 570","4DR SPOR","WHITE","Side",18034,88153,23156,5.7,"All",8,"Minimum",17898,3000
"91","JTHBA1D25H5059971",10400,2017,"LEXUS","IS","IS 200T","SEDAN 4D","WHITE","Rear",43663,23904,15941,2,"R",4,"Minimum",6546,3000
"92","JTJHY7AXXH4241145",43250,2017,"LEXUS","LX 570","LX 570","4DR SPOR","WHITE","Front",21500,72663,61608,5.7,"All",8,"Minimum",22866,3000
"93","JTJBARBZ6H2143277",12200,2017,"LEXUS","NX 200T","NX 200T","4DR SPOR","CHARCOAL","Front",20061,38975,0,2,"All",4,"Approval",7440,3000
"94","JTJBARBZ3H2148338",10300,2017,"LEXUS","NX 200T","NX 200T","4DR SPOR","WHITE","ALL OVER",20794,43587,0,2,"All",4,"Approval",6497,3000
"95","3MZBM1T7XGM327263",3700,2016,"MAZDA","3","3 SPORT","SEDAN 4D","BLUE","Rear",25008,14318,0,2,"F",4,"Minimum",3218,3000
"96","JM1GJ1W58G1439388",8000,2016,"MAZDA","6","6 GRAND TO","SEDAN 4D","SILVER","Front",39870,18699,10738,2.5,"F",4,"Minimum",5354,3000
"97","JM1GJ1U58G1419127",1750,2016,"MAZDA","6","6 SPORT","SEDAN 4D","SILVER","Side",36866,12952,11412,2.5,"F",4,"Pure",2395,3000
"98","JM1GJ1W51G1472779",7600,2016,"MAZDA","6","6 GRAND TO","SEDAN 4D","BLUE","Front",32154,19513,14627,2.5,"F",4,"Minimum",5155,3000
"99","JM1BM1U7XG1304953",6000,2016,"MAZDA","3","3 SPORT","SEDAN 4D","GRAY","Mechanical",64877,10098,2671,2,"F",4,"Minimum",4360,3000
"100","3MZBM1U70GM313550",2550,2016,"MAZDA","3","3 SPORT","SEDAN 4D","BLACK","Front",20581,14286,0,2,"F",4,"Pure",2646,3000
"101","JM1GJ1W57G1483091",1450,2016,"MAZDA","6","6 GRAND TO","SEDAN 4D","BLACK","Rear",39772,19360,0,2.5,"F",4,"Pure",2324,3000
"102","JM1GJ1U59G1466618",1150,2016,"MAZDA","6","6 SPORT","SEDAN 4D","RED","Front",20328,14126,13067,2.5,"F",4,"Pure",2253,3000
"103","JM1BM1T72G1336376",2750,2016,"MAZDA","3","3 SPORT","SEDAN 4D","BLUE","Front",45085,10843,10089,2,"F",4,"Minimum",2746,3000
"104","JM1GJ1U52G1424890",3150,2016,"MAZDA","6","6 SPORT","SEDAN 4D","CHARCOAL","Rear",78051,12016,12127,2.5,"F",4,"Pure",2944,3000
"105","JM1GJ1V57G1484534",4850,2016,"MAZDA","6","6 TOURING","SEDAN 4D","BLUE","Front",23667,17186,15894,2.5,"F",4,"Minimum",3789,3000
"106","JM1GJ1V5XG1421833",4650,2016,"MAZDA","6","6 TOURING","SEDAN 4D","CHARCOAL","Front",80915,12691,5741,2.5,"F",4,"Minimum",3690,3000
"107","3MZBM1U74GM249528",2150,2016,"MAZDA","3","3 SPORT","SEDAN 4D","GRAY","Front",65528,10677,8161,2,"F",4,"Minimum",2448,3000
"108","JM1GJ1W5XG1486468",8500,2016,"MAZDA","6","6 GRAND TO","SEDAN 4D","WHITE","Front",22167,19626,14428,2.5,"F",4,"Minimum",5602,3000
"109","3MZBM1U70GM307747",2000,2016,"MAZDA","3","3 SPORT","SEDAN 4D","SILVER","Front",66995,11681,11563,2,"F",4,"Minimum",2373,3000
"110","JM1BM1T70G1311878",1550,2016,"MAZDA","3","3 SPORT","SEDAN 4D","BLUE","Front",75831,8263,11802,2,"F",4,"Pure",2150,3000
"111","3MZBM1U74GM305791",3100,2016,"MAZDA","3","3 SPORT","SEDAN 4D","GRAY","Rear",98561,11507,8437,2,"F",4,"Pure",2920,3000
"112","JM1GJ1V51G1446443",6300,2016,"MAZDA","6","6 TOURING","SEDAN 4D","BLACK","Front",49832,14940,12035,2.5,"F",4,"Pure",4509,3000
"113","WDC0G4JB5GF109266",13500,2016,"MERCEDES-BENZ","GLC 300","GLC 300","4DR SPOR","SILVER","Front",27507,28740,26460,2,"R",4,"Pure",8086,3000
"114","4JGDA5JB9GA668455",13200,2016,"MERCEDES-BENZ","GLE 350","GLE 350","4DR SPOR","BLACK","Front",27255,36771,33710,3.5,"R",6,"Pure",7937,3000
"115","WDC0G4JB2HF203753",13800,2017,"MERCEDES-BENZ","GLC 300","GLC 300","4DR SPOR","BLACK","Front",28721,59644,13266,2,"R",4,"Minimum",8235,3000
"116","4JGDA5JB5HA852597",20800,2017,"MERCEDES-BENZ","GLE 350","GLE 350","4DR SPOR","WHITE","Front",75315,48360,0,3.5,"R",6,"Minimum",11713,3000
"117","WDCTG4EB4HJ315619",8250,2017,"MERCEDES-BENZ","GLA 250","GLA 250","4DR SPOR","WHITE","Front",35037,25409,0,2,"F",4,"Pure",5478,3000
"118","4JGDA5JBXHA964098",23500,2017,"MERCEDES-BENZ","GLE 350","GLE 350","4DR SPOR","BLACK","Front",25182,39446,26474,3.5,"R",6,"Minimum",13054,3000
"119","4JGDA5JB0HA955216",22600,2017,"MERCEDES-BENZ","GLE 350","GLE 350","4DR SPOR","BLUE","Front",20469,49888,0,3.5,"R",6,"Minimum",12607,3000
"120","1N4AL3AP7GC153028",5300,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","GRAY","Front",55405,14621,10352,2.5,"F",4,"Minimum",4013,3000
"121","1N4AL3AP8GN308853",2900,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","GRAY","Front",96905,9322,7247,2.5,"F",4,"Minimum",2820,3000
"122","1N4AA6AP1GC448763",4750,2016,"NISSAN","MAXIMA","MAXIMA 3.5","SEDAN 4D","BLACK","Front",93024,15521,12191,3.5,"F",6,"Minimum",3739,3000
"123","3N1AB7AP1GY227347",2600,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","SILVER","Rear",32851,11425,0,1.8,"F",4,"Minimum",2671,3000
"124","3N1AB7APXGL641031",2700,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","BLUE","Rear",48830,12098,0,1.8,"F",4,"Pure",2721,3000
"125","3N1AB7AP6GY335964",2850,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","BLUE","Front",41695,12213,10442,1.8,"F",4,"Pure",2795,3000
"126","3N1AB7AP2GY289162",3400,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","SILVER","Mechanical",73551,9289,3000,1.8,"F",4,"Approval",3069,3000
"127","1N4AL3AP7GC151750",4600,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","RED","Front",32390,14529,6217,2.5,"F",4,"Minimum",3665,3000
"128","3N1AB7AP2GL663993",2950,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","WHITE","Front",45337,11463,13659,1.8,"F",4,"Minimum",2845,3000
"129","3N1AB7AP1GL664729",2850,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","SILVER","Rear",52854,10235,9370,1.8,"F",4,"Pure",2795,3000
"130","1N4AL3AP7GC137895",4850,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","BLACK","Rear",32778,18222,14257,2.5,"F",4,"Minimum",3789,3000
"131","1N4AL3AP4GN321616",2550,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","BLACK","Front",94968,11456,0,2.5,"F",4,"Pure",2646,3000
"132","1N4AA6AP0GC906079",7600,2016,"NISSAN","MAXIMA","MAXIMA 3.5","SEDAN 4D","BROWN","Rear",43039,24108,16816,3.5,"F",6,"Minimum",5155,3000
"133","1N4AA6AP2GC442390",5400,2016,"NISSAN","MAXIMA","MAXIMA 3.5","SEDAN 4D","WHITE","Side",86935,14183,10697,3.5,"F",6,"Pure",4062,3000
"134","3N1AB7AP6GY282179",2250,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","BLACK","Front",67058,8681,6387,1.8,"F",4,"Minimum",2497,3000
"135","1N4AL3AP8GC282668",3250,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","WHITE","Rear",70428,12715,15463,2.5,"F",4,"Minimum",2994,3000
"136","3N1CN7AP2GL895087",2050,2016,"NISSAN","VERSA","VERSA S","SEDAN 4D","SILVER","Side",48283,9190,9190,1.6,"F",4,"Approval",2398,3000
"137","1N4AL3AP0GN318194",3650,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","GRAY","Front",47803,12576,9465,2.5,"F",4,"Minimum",3193,3000
"138","1N4AL3AP1GN344707",5100,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","WHITE","Rear",16728,16071,13503,2.5,"F",4,"Pure",3913,3000
"139","1N4AL3AP6GC227216",3750,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","WHITE","Front",93346,10159,13433,2.5,"F",4,"Minimum",3243,3000
"140","1N4AL3AP3GN340464",2550,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","BLACK","Front",109575,9177,8044,2.5,"F",4,"Pure",2646,3000
"141","1N4AL3APXGC247243",3150,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","RED","Rear",56256,13115,9312,2.5,"F",4,"Minimum",2944,3000
"142","1N4AL3AP4GN307229",4250,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","MAROON","Rear",58357,11542,0,2.5,"F",4,"Pure",3491,3000
"143","3N1AB7AP4GY303367",2050,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","GRAY","Front",85027,8378,0,1.8,"F",4,"Pure",2398,3000
"144","3N1CN7AP5GL802241",1850,2016,"NISSAN","VERSA","VERSA S","SEDAN 4D","RED","Front",66963,8078,6000,1.6,"F",4,"Minimum",2299,3000
"145","1N4AA6AP5GC384369",2650,2016,"NISSAN","MAXIMA","MAXIMA 3.5","SEDAN 4D","BLUE","Side",44864,19860,15960,3.5,"F",6,"Pure",3137,3000
"146","3N1AB7AP0GY315158",2500,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","BLACK","Front",63757,11632,8793,1.8,"F",4,"Pure",2622,3000
"147","1N4AA6AP2GC393515",4700,2016,"NISSAN","MAXIMA","MAXIMA 3.5","SEDAN 4D","WHITE","Rear",91277,18046,18046,3.5,"F",6,"Minimum",3714,3000
"148","1N4AL3AP3GN339587",3600,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","GRAY","Rear",56026,13119,8835,2.5,"F",4,"Minimum",3168,3000
"149","1N4AL3AP9GC161812",3400,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","CHARCOAL","Front",8489,17424,11721,2.5,"F",4,"Minimum",3069,3000
"150","1N4AL3AP5GC160544",2600,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","BLACK","Front",41770,15310,11624,2.5,"F",4,"Pure",2671,3000
"151","3N1AB7AP1GL675259",1600,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","GRAY","Front",15153,12509,16714,1.8,"F",4,"Pure",2174,3000
"152","1N4AL3AP7GN306866",3700,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","WHITE","Front",58130,11441,10182,2.5,"F",4,"Minimum",3218,3000
"153","1N4AL3AP5GN380979",3100,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","BLACK","Side",43755,13440,10479,2.5,"F",4,"Pure",2920,3000
